community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,2580,2015,1113.9
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,2584,2010,1493.7
Estevan,SK,11483,Census subdivision,49.1391,-102.9915,2585,2011,1346.6
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,2586,2014,1088.4
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,2592,2013,1200.9
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,2592,2013,1200.9
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,2601,2011,1346.6
Grand Prairie,AB,63166,Census subdivision,55.1699,-118.7986,2603,2010,1493.7
Victoria County,NS,2567,Census subdivision,46.6312,-60.4209,2607,2011,1346.6
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,2609,2012,1310.8
Beaverlodge,AB,2465,Census subdivision,55.214,-119.4233,2614,2008,1357.159959
Yellowknife,NWT,19569,Census subdivision,62.454,-114.3718,2614,2014,1088.4
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,2619,2012,1310.8
Beaverlodge,AB,2465,Census subdivision,55.214,-119.4233,2622,2009,1450
Bonnyville,AB,5417,Census subdivision,54.2682,-110.72,2627,2009,1450
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,2631,2015,1113.9
Broadview,SK,552,,50.3781,-102.5791,2633,2014,1088.4
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,2634,2012,1310.8
Campbellton,NB,6883,Census subdivision,48.0074,-66.6722,2636,2010,1493.7
Dawson Creek,BC,12178,Census subdivision,55.7596,-120.2377,2636,2010,1493.7
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,2640,2008,1357.159959
Terrace,BC,11643,Census subdivision,54.5182,-128.6032,2642,2015,1113.9
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,2645,2013,1200.9
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,2649,2013,1200.9
Kenora,ON,15096,Census subdivision,49.767,-94.4894,2649,2010,1493.7
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2651,2012,1310.8
Kirkland Lake,ON,7981,Census subdivision,48.1497,-80.0315,2651,2010,1493.7
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,2658,2014,1088.4
Truro,NS,12261,,45.3658,-63.2869,2658,2011,1346.6
Estevan,SK,11483,Census subdivision,49.1391,-102.9915,2665,2012,1310.8
Yorkton,SK,16343,Census subdivision,51.2174,-102.4739,2669,2011,1346.6
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,2675,2014,1088.4
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,2680,2012,1310.8
Vegreville,AB,5708,,53.5052,-112.0621,2681,2013,1200.9
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,2683,2014,1088.4
Northern Rockies Regional Municipality,BC,4831,Census subdivision,58.8232,-123.4128,2684,2015,1113.9
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2686,2015,1113.9
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,2692,2011,1346.6
Smiths Falls,ON,8780,,44.9037,-76.0216,2694,2009,1450
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,2696,2013,1200.9
Woodstock,NB,5228,Census subdivision,46.1503,-67.6034,2705,2009,1450
Kirkland Lake,ON,7981,Census subdivision,48.1497,-80.0315,2720,2008,1357.159959
L'Assomption,QC,22429,Census subdivision,54.0494,-128.6284,2724,2009,1450
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,2724,2011,1346.6
Bonnyville,AB,5417,Census subdivision,54.2682,-110.72,2734,2014,1088.4
Sioux Lookout,ON,5272,Census subdivision,50.0978,-91.922,2737,2015,1113.9
Ponoka,AB,7229,Census subdivision,52.6759,-113.5832,2738,2010,1493.7
Quesnel,BC,23146,Census Agglomeration,52.9817,-122.4949,2741,2013,1200.9
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,2743,2010,1493.7
Cold Lake,AB,14961,Census subdivision,54.4643,-110.1731,2746,2009,1450
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,2755,2014,1088.4
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,2756,2009,1450
Ste. Rose du Lac,MB,1021,Designated place,51.0611,-99.5234,2757,2014,1088.4
Duncan,BC,4944,Census subdivision,48.7787,-123.7079,2763,2008,1357.159959
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,2765,2010,1493.7
James Bay,ON,83257,Federal electoral district,53.083333,-80.58333,2766,2014,1088.4
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,2766,2015,1113.9
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,2767,2008,1357.159959
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2770,2010,1493.7
Vanderhoof,BC,4439,Census subdivision,54.014,-124.013,2772,2009,1450
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,2774,2015,1113.9
Vanderhoof,BC,4439,Census subdivision,54.014,-124.013,2778,2010,1493.7
Hope,BC,6181,Census subdivision,49.383,-121.4425,2785,2009,1450
L'Assomption,QC,22429,Census subdivision,54.0494,-128.6284,2786,2008,1357.159959
Lundar,MB,462,Census subdivision,50.698,-98.0414,2787,2015,1113.9
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,2794,2009,1450
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,2798,2011,1346.6
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,2801,2012,1310.8
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,2803,2009,1450
Broadview,SK,552,,50.3781,-102.5791,2805,2009,1450
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,2806,2011,1346.6
Flin Flon,MB,4982,Census subdivision,54.7658,-101.8762,2809,2014,1088.4
Duncan,BC,4944,Census subdivision,48.7787,-123.7079,2810,2011,1346.6
James Bay,ON,83257,Federal electoral district,53.083333,-80.58333,2812,2011,1346.6
Fort Qu'Appelle,SK,2027,Census subdivision,50.7681,-103.783,2813,2014,1088.4
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,2814,2015,1113.9
Burns Lake,BC,1779,Census subdivision,54.2334,-125.7636,2816,2012,1310.8
Bonnyville,AB,5417,Census subdivision,54.2682,-110.72,2823,2012,1310.8
Chetwynd,BC,2503,Census subdivision,55.6977,-121.6297,2825,2009,1450
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,2831,2011,1346.6
Williams Lake,BC,10753,Census subdivision,52.1417,-122.1417,"2,835.40",2015,1113.9
Flin Flon,MB,4982,Census subdivision,54.7658,-101.8762,2844,2009,1450
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,2845,2010,1493.7
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,2845,2011,1346.6
Burns Lake,BC,1779,Census subdivision,54.2334,-125.7636,2848,2015,1113.9
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,2849,2008,1357.159959
Yorkton,SK,16343,Census subdivision,51.2174,-102.4739,2853,2008,1357.159959
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,2854,2009,1450
Northern Rockies Regional Municipality,BC,4831,Census subdivision,58.8232,-123.4128,2856,2013,1200.9
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,2858,2013,1200.9
Edson,AB,8414,Census subdivision,53.5855,-116.4429,2862,2014,1088.4
Yorkton,SK,16343,Census subdivision,51.2174,-102.4739,2863,2009,1450
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,2866,2013,1200.9
Cold Lake,AB,14961,Census subdivision,54.4643,-110.1731,2871,2008,1357.159959
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,2875,2011,1346.6
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,2881,2015,1113.9
Vegreville,AB,5708,,53.5052,-112.0621,2893,2012,1310.8
Flin Flon,MB,4982,Census subdivision,54.7658,-101.8762,2903,2012,1310.8
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,2907,2012,1310.8
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,2919,2009,1450
Ste. Rose du Lac,MB,1021,Designated place,51.0611,-99.5234,2926,2008,1357.159959
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,2934,2015,1113.9
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,2939,2011,1346.6
James Bay,ON,83257,Federal electoral district,53.083333,-80.58333,2946,2013,1200.9
Fort Qu'Appelle,SK,2027,Census subdivision,50.7681,-103.783,2947,2012,1310.8
Turtleford,SK,496,Census subdivision,53.388,-108.9584,2962,2012,1310.8
Chetwynd,BC,2503,Census subdivision,55.6977,-121.6297,2968,2008,1357.159959
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,2980,2008,1357.159959
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,2992,2011,1346.6
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,2995,2008,1357.159959
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,3003,2012,1310.8
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,3019,2012,1310.8
Estevan,SK,11483,Census subdivision,49.1391,-102.9915,3031,2010,1493.7
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,3031,2010,1493.7
Williams Lake,BC,10753,Census subdivision,52.1417,-122.1417,"3,040.80",2013,1200.9
Peace River,AB,6842,Census subdivision,56.2342,-117.2894,3044,2009,1450
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,3045,2011,1346.6
Broadview,SK,552,,50.3781,-102.5791,3052,2012,1310.8
Vegreville,AB,5708,,53.5052,-112.0621,3054,2009,1450
Terrace,BC,11643,Census subdivision,54.5182,-128.6032,3059,2011,1346.6
Smiths Falls,ON,8780,,44.9037,-76.0216,3064,2010,1493.7
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,3067,2009,1450
Prince George,BC,74003,Census subdivision,53.9171,-122.7497,3068,2010,1493.7
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,3068,2012,1310.8
Vegreville,AB,5708,,53.5052,-112.0621,3071,2008,1357.159959
Bonnyville,AB,5417,Census subdivision,54.2682,-110.72,3074,2010,1493.7
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,3076,2012,1310.8
Beaverlodge,AB,2465,Census subdivision,55.214,-119.4233,3081,2010,1493.7
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,3088,2010,1493.7
Vegreville,AB,5708,,53.5052,-112.0621,3090,2010,1493.7
Broadview,SK,552,,50.3781,-102.5791,3092,2008,1357.159959
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,3098,2010,1493.7
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,3102,2015,1113.9
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,3103,2008,1357.159959
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,3110,2011,1346.6
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,3114,2013,1200.9
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,3114,2009,1450
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,3114,2011,1346.6
Bonnyville,AB,5417,Census subdivision,54.2682,-110.72,3120,2011,1346.6
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,3143,2013,1200.9
Prince Rupert,BC,12220,Census subdivision,54.315,-130.3208,3163,2015,1113.9
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,3172,2014,1088.4
Lundar,MB,462,Census subdivision,50.698,-98.0414,3176,2009,1450
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,3181,2012,1310.8
Lundar,MB,462,Census subdivision,50.698,-98.0414,3184,2012,1310.8
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,3188,2014,1088.4
Turtleford,SK,496,Census subdivision,53.388,-108.9584,3197,2009,1450
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,3198,2014,1088.4
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,3200,2013,1200.9
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,3203,2011,1346.6
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,3211,2014,1088.4
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,3214,2008,1357.159959
Truro,NS,12261,,45.3658,-63.2869,3215,2009,1450
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,3218,2015,1113.9
Truro,NS,12261,,45.3658,-63.2869,3220,2010,1493.7
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,3223,2010,1493.7
Mayerthorpe,AB,1320,Census subdivision,53.9525,-115.1397,3223,2008,1357.159959
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,3229,2008,1357.159959
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,3232,2013,1200.9
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,3238,2010,1493.7
Prince Albert,SK,35926,Census subdivision,53.2033,-105.7531,3250,2009,1450
Lundar,MB,462,Census subdivision,50.698,-98.0414,3260,2013,1200.9
Happy Valley-Goose Bay,NL,8109,Census subdivision,53.3017,-60.3261,3270,2015,1113.9
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,3273,2015,1113.9
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,3280,2009,1450
Whitehorse,YT,25085,Census subdivision,60.7212,-135.0568,3280,2010,1493.7
Turtleford,SK,496,Census subdivision,53.388,-108.9584,3294,2011,1346.6
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,3299,2012,1310.8
Broadview,SK,552,,50.3781,-102.5791,3304,2011,1346.6
Mayerthorpe,AB,1320,Census subdivision,53.9525,-115.1397,3310,2014,1088.4
Ste. Rose du Lac,MB,1021,Designated place,51.0611,-99.5234,3316,2009,1450
Selkirk,MB,10278,Census subdivision,50.1435,-96.8754,3317,2008,1357.159959
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,3317,2013,1200.9
Turtleford,SK,496,Census subdivision,53.388,-108.9584,3317,2010,1493.7
Williams Lake,BC,10753,Census subdivision,52.1417,-122.1417,"3,317.40",2014,1088.4
Smiths Falls,ON,8780,,44.9037,-76.0216,3318,2008,1357.159959
Lac-Saint-Jean-Est Region,QC,52741,Census division,54.7696,-111.9725,3323,2014,1088.4
Chetwynd,BC,2503,Census subdivision,55.6977,-121.6297,3329,2010,1493.7
Quesnel,BC,23146,Census Agglomeration,52.9817,-122.4949,3329,2011,1346.6
Yellowknife,NWT,19569,Census subdivision,62.454,-114.3718,"3,332.00",2015,1113.9
Vanderhoof,BC,4439,Census subdivision,54.014,-124.013,3338,2008,1357.159959
Prince Rupert,BC,12220,Census subdivision,54.315,-130.3208,3367,2013,1200.9
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,3388,2012,1310.8
Prince Rupert,BC,12220,Census subdivision,54.315,-130.3208,3390,2014,1088.4
Athabasca,AB,2965,Census subdivision,54.7214,-113.2862,3395,2009,1450
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,3398,2008,1357.159959
Burns Lake,BC,1779,Census subdivision,54.2334,-125.7636,3406,2011,1346.6
Prairie Mountain,MB,1420,Census subdivision,49.8478,-99.949,3411,2013,1200.9
Merritt,BC,7139,Census subdivision,50.1113,-120.7862,3413,2012,1310.8
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,3421,2010,1493.7
Island Lake,MB,228,Census subdivision,53.8024,-94.4133,3421,2010,1493.7
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,3431,2012,1310.8
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,3452,2009,1450
Yarmouth,NS,6518,Census subdivision,43.8375,-66.1174,3455,2015,1113.9
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,3459,2009,1450
St. Paul,AB,5827,Census subdivision,53.9911,-111.2953,3470,2013,1200.9
Rocky Mountain House,AB,6635,Census subdivision,52.3793,-114.9183,3483,2010,1493.7
Sioux Lookout,ON,5272,Census subdivision,50.0978,-91.922,3483,2009,1450
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,3487,2014,1088.4
Drayton Valley,AB,7235,Census subdivision,53.2214,-114.9767,3490,2010,1493.7
Northern Rockies Regional Municipality,BC,4831,Census subdivision,58.8232,-123.4128,3493,2014,1088.4
Lundar,MB,462,Census subdivision,50.698,-98.0414,3494,2010,1493.7
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,3495,2010,1493.7
Greenstone,ON,4636,Census subdivision,49.7667,-87.2833,3500,2008,1357.159959
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,3508,2010,1493.7
Yellowknife,NWT,19569,Census subdivision,62.454,-114.3718,3516,2013,1200.9
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,3519,2008,1357.159959
Wetaskiwin,AB,12655,Census subdivision,52.9695,-113.3772,3523,2009,1450
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,3592,2011,1346.6
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,3606,2011,1346.6
New Glasgow Region,NS,9075,Census subdivision,45.5872,-62.6451,3614,2010,1493.7
Quesnel,BC,23146,Census Agglomeration,52.9817,-122.4949,3616,2012,1310.8
Dauphin,MB,8457,Census subdivision,51.15,-100.0497,3626,2008,1357.159959
New Hazelton,BC,580,Census subdivision,55.2476,-127.5916,3639,2015,1113.9
Ste. Rose du Lac,MB,1021,Designated place,51.0611,-99.5234,3653,2013,1200.9
Yorkton,SK,16343,Census subdivision,51.2174,-102.4739,3657,2010,1493.7
High Prairie,AB,2564,Census subdivision,55.4339,-116.4877,3663,2014,1088.4
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,3668,2014,1088.4
St. Paul,AB,5827,Census subdivision,53.9911,-111.2953,3674,2011,1346.6
Portage la Prairie,MB,13304,Census agglomeration,49.9723,-98.2903,3676,2015,1113.9
Terrace,BC,11643,Census subdivision,54.5182,-128.6032,3676,2010,1493.7
Carlyle,SK,1508,Census subdivision,49.634,-102.2671,3686,2009,1450
Sioux Lookout,ON,5272,Census subdivision,50.0978,-91.922,3731,2014,1088.4
Shellbrook,SK,1444,Census subdivision,53.2231,-106.3884,3756,2015,1113.9
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,3790,2009,1450
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,3796,2012,1310.8
Fort Qu'Appelle,SK,2027,Census subdivision,50.7681,-103.783,3842,2008,1357.159959
Williams Lake,BC,10753,Census subdivision,52.1417,-122.1417,"3,851.00",2012,1310.8
Prairie Mountain,MB,1420,Census subdivision,49.8478,-99.949,3869,2011,1346.6
Yellowknife,NWT,19569,Census subdivision,62.454,-114.3718,3904,2012,1310.8
High Prairie,AB,2564,Census subdivision,55.4339,-116.4877,3906,2015,1113.9
James Bay,ON,83257,Federal electoral district,53.083333,-80.58333,3913,2012,1310.8
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,3926,2012,1310.8
Happy Valley-Goose Bay,NL,8109,Census subdivision,53.3017,-60.3261,3933,2014,1088.4
Island Lake,MB,228,Census subdivision,53.8024,-94.4133,3935,2008,1357.159959
Sioux Lookout,ON,5272,Census subdivision,50.0978,-91.922,3942,2010,1493.7
Mayerthorpe,AB,1320,Census subdivision,53.9525,-115.1397,3953,2009,1450
Quesnel,BC,23146,Census Agglomeration,52.9817,-122.4949,3963,2010,1493.7
Prince Rupert,BC,12220,Census subdivision,54.315,-130.3208,3982,2012,1310.8
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,3994,2008,1357.159959
Sioux Lookout,ON,5272,Census subdivision,50.0978,-91.922,4014,2012,1310.8
Lundar,MB,462,Census subdivision,50.698,-98.0414,4015,2011,1346.6
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,4017,2010,1493.7
Smithers,BC,5401,Census subdivision,54.7824,-127.1686,4024,2010,1493.7
Port Alberni,BC,17678,Census subdivision,49.2339,-124.8055,4030,2008,1357.159959
Swan River,MB,4014,Census subdivision,52.1051,-101.2706,4042,2013,1200.9
Sioux Lookout,ON,5272,Census subdivision,50.0978,-91.922,4070,2013,1200.9
Yellowknife,NWT,19569,Census subdivision,62.454,-114.3718,4092,2011,1346.6
Terrace,BC,11643,Census subdivision,54.5182,-128.6032,4136,2009,1450
Port Hardy,BC,4132,Census subdivision,50.7124,-127.4604,4138,2014,1088.4
Fort Qu'Appelle,SK,2027,Census subdivision,50.7681,-103.783,4171,2009,1450
Flin Flon,MB,4982,Census subdivision,54.7658,-101.8762,4186,2015,1113.9
Slave Lake,AB,6651,Census subdivision,55.2867,-114.7711,4192,2008,1357.159959
Island Lake,MB,228,Census subdivision,53.8024,-94.4133,4196,2009,1450
Sioux Lookout,ON,5272,Census subdivision,50.0978,-91.922,4212,2011,1346.6
St. Paul,AB,5827,Census subdivision,53.9911,-111.2953,4213,2012,1310.8
St. Paul,AB,5827,Census subdivision,53.9911,-111.2953,4228,2009,1450
Island Lake,MB,228,Census subdivision,53.8024,-94.4133,4240,2014,1088.4
Mayerthorpe,AB,1320,Census subdivision,53.9525,-115.1397,4242,2010,1493.7
Fort St. John,BC,20155,Census subdivision,56.2524,-120.8464,4257,2009,1450
High Level,AB,3159,Census subdivision,58.5164,-117.1352,4259,2011,1346.6
Island Lake,MB,228,Census subdivision,53.8024,-94.4133,4265,2015,1113.9
Quesnel,BC,23146,Census Agglomeration,52.9817,-122.4949,4281,2009,1450
Mayerthorpe,AB,1320,Census subdivision,53.9525,-115.1397,4296,2015,1113.9
Ste. Rose du Lac,MB,1021,Designated place,51.0611,-99.5234,4301,2015,1113.9
Island Lake,MB,228,Census subdivision,53.8024,-94.4133,4319,2011,1346.6
Mayerthorpe,AB,1320,Census subdivision,53.9525,-115.1397,4323,2013,1200.9
Burns Lake,BC,1779,Census subdivision,54.2334,-125.7636,4337,2008,1357.159959
